document_id,page_number,source_file_name,ocr_status,page_type,people_mentioned,evidence_items_mentioned,locations_mentioned,dates_mentioned,times_mentioned,key_factual_content,related_claims,related_events,transcription_status,notes
DOC-0001,93,inquest1949ocr.pdf,Extractable OCR text,Medical testimony,Unknown deceased man; Dr Bennett / John Barkly Bennett,None observed in OCR,Royal Adelaide Hospital,None observed in OCR,2 o'clock,"of..   ·  ·.. ·  ··  . (Continued)- 400 CORUNEh CALLS: JOHN BARKLY BENNETT of 19 t 'u llarton hd e FullartoD., 1.Q ,Jiil .j:I. SWORN BY OJRONER: I have been a way from .6.delaide for some ttime, and only Cirri ved back this llorning. I have a few notes w;':lich 1 mad e at the time, at 9 . 40 on 1st Dec8Inber, 19480 I examined the body in the amblce outside the Adel Hosp.) in a police amblce. body. Life 'w as extinct ",None mapped,None mapped,OCR draft only - manual review required,DOC-0001 is a later reproduction/OCR scan; verify against official custodian copy before final citation.
DOC-0001,94,inquest1949ocr.pdf,No OCR text,Unknown,None observed in OCR,None observed in OCR,None observed in OCR,None observed in OCR,None observed in OCR,No extractable OCR text.,None mapped,None mapped,Manual transcription required,DOC-0001 is a later reproduction/OCR scan; verify against official custodian copy before final citation.
DOC-0001,95,inquest1949ocr.pdf,Extractable OCR text,Medical testimony,None observed in OCR,EV-0003 Brown suitcase and contents; EV-0017 Biological specimens/toxicology samples,Coroner Court Adelaide,None observed in OCR,None observed in OCR,"(Continued)- of.   ·  ·· .. ··   ·  .. 41 SIR ST1.u~TON HIC.:KS CONTINUING • .by CORONER I have formed an opinion as to whether death was ,natural not. I thil1L it was not a natural death . other medic 8.1 evidence wi th regard to that. 01' I am in agreement wi th the l:ieing no signs o f' violencE about the 'oody, first of all I accept the findings of Mr. L..owan, who iE a very competent and conscientious chemist, a",None mapped,None mapped,OCR draft only - manual review required,DOC-0001 is a later reproduction/OCR scan; verify against official custodian copy before final citation.
DOC-0001,96,inquest1949ocr.pdf,No OCR text,Unknown,None observed in OCR,None observed in OCR,None observed in OCR,None observed in OCR,None observed in OCR,No extractable OCR text.,None mapped,None mapped,Manual transcription required,DOC-0001 is a later reproduction/OCR scan; verify against official custodian copy before final citation.
DOC-0001,97,inquest1949ocr.pdf,Extractable OCR text,Exhibit reference,Robert James Cowan,EV-0003 Brown suitcase and contents; EV-0017 Biological specimens/toxicology samples,Somerton Beach,None observed in OCR,None observed in OCR,"of..   ·.. ······· .. ·····   . 42 (Oontinued)- If the heart were filIi:;.')§; less and 1 '2 55 as time ~!iXIDaEMX w~n t by, tha t wo uld mean tha t more and more blood would be remaining on the input side of the heart, and thE;.t would explain the engorgement of t h : P f'ound at the post-mol'tem. lhe f'act thcct there was blood in the g.s.stric contents suggests t o me that there had been some violent contractions ",None mapped,None mapped,OCR draft only - manual review required,DOC-0001 is a later reproduction/OCR scan; verify against official custodian copy before final citation.
DOC-0001,98,inquest1949ocr.pdf,No OCR text,Unknown,None observed in OCR,None observed in OCR,None observed in OCR,None observed in OCR,None observed in OCR,No extractable OCR text.,None mapped,None mapped,Manual transcription required,DOC-0001 is a later reproduction/OCR scan; verify against official custodian copy before final citation.
DOC-0001,99,inquest1949ocr.pdf,Extractable OCR text,Medical testimony,Unknown deceased man; John Matthew Dwyer,EV-0017 Biological specimens/toxicology samples,Coroner Court Adelaide,None observed in OCR,None observed in OCR,"DEPosrrION on OATH of···· .. ········· .. ······· il6 ······ .. ·········· .. · ·  ·  . (Continued)- If it had Dot been self-administered, and the body brought there, would remove any doubts as to the time at which death well as my other difficultieso too1~ that )lace, as If deat~ had occurred 7 hours after the man was seen to move, it would imply a massi ve dose. 'J:he drug \ill-hieh I have mentioned in a massive do",None mapped,None mapped,OCR draft only - manual review required,DOC-0001 is a later reproduction/OCR scan; verify against official custodian copy before final citation.
DOC-0001,100,inquest1949ocr.pdf,No OCR text,Unknown,None observed in OCR,None observed in OCR,None observed in OCR,None observed in OCR,None observed in OCR,No extractable OCR text.,None mapped,None mapped,Manual transcription required,DOC-0001 is a later reproduction/OCR scan; verify against official custodian copy before final citation.
DOC-0001,101,inquest1949ocr.pdf,Extractable OCR text,Witness testimony,None observed in OCR,EV-0003 Brown suitcase and contents; EV-0017 Biological specimens/toxicology samples,Coroner Court Adelaide,None observed in OCR,None observed in OCR,"of..   . (Continued)- 44 preced~ Lonvulsions may ~i2§Kft~/ death, they do no t necessarily precede deat:1., but I would 6l.'""Psct them to"" 1he question of whether to the :9hysical state Il l) ~ ~( ~-r-~ it/ .. of t;n~ l'ndl'vl'a.-u!:<l. If he were ~ a--g@od~ phy-si,e·cd:--sn'""ee±1!rerr, I would ~f1'~ or not convulsions precede death would relate r _ '"""" 111 ts . - ~ ~ eay___th~Y --no ""t---b.@. convulsions, but in til",None mapped,None mapped,OCR draft only - manual review required,DOC-0001 is a later reproduction/OCR scan; verify against official custodian copy before final citation.
DOC-0001,102,inquest1949ocr.pdf,No OCR text,Unknown,None observed in OCR,None observed in OCR,None observed in OCR,None observed in OCR,None observed in OCR,No extractable OCR text.,None mapped,None mapped,Manual transcription required,DOC-0001 is a later reproduction/OCR scan; verify against official custodian copy before final citation.
